,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,distance
12557,52.0,1384.0,295.0,561.0,244.0,2.0242,94600.0,INLAND,192.71093542785766
12558,47.0,1159.0,250.0,810.0,244.0,2.7787,56000.0,INLAND,190.73354690776418
12559,41.0,1278.0,308.0,839.0,280.0,1.4702,58300.0,INLAND,190.73354690776418
12560,48.0,1001.0,205.0,605.0,175.0,1.8333,58200.0,INLAND,191.3009502679309
12561,40.0,2077.0,435.0,1454.0,385.0,2.0074,57000.0,INLAND,192.14376657307542
12562,29.0,1407.0,265.0,556.0,235.0,3.0521,108000.0,INLAND,189.04555804443456
12563,43.0,2084.0,417.0,912.0,410.0,2.9769,92700.0,INLAND,189.60582964407442
12564,44.0,1879.0,359.0,791.0,345.0,3.15,101500.0,INLAND,189.60582964407442
12565,44.0,2570.0,509.0,1145.0,503.0,2.5694,92400.0,INLAND,190.16849967612947
12566,48.0,3421.0,734.0,1441.0,727.0,1.9485,86600.0,INLAND,190.73354690776418
12567,18.0,2525.0,501.0,1726.0,468.0,2.398,87600.0,INLAND,189.04555804443456
12568,29.0,2358.0,493.0,1071.0,470.0,2.925,94300.0,INLAND,189.04555804443456
12569,42.0,3321.0,688.0,1346.0,658.0,2.4618,101300.0,INLAND,189.60582964407442
12570,39.0,2855.0,,1217.0,562.0,3.2404,93600.0,INLAND,190.16849967612947
12571,47.0,2518.0,501.0,1308.0,471.0,2.5389,75700.0,INLAND,190.16849967612947
12572,35.0,2061.0,371.0,1110.0,342.0,3.1944,79000.0,INLAND,187.6346646566602
12573,37.0,1058.0,224.0,588.0,231.0,2.9737,72100.0,INLAND,187.6346646566602
12574,37.0,1958.0,367.0,1171.0,366.0,2.8298,71200.0,INLAND,188.19512209812046
12575,36.0,1581.0,288.0,832.0,291.0,3.4083,71800.0,INLAND,188.19512209812046
12576,36.0,1488.0,294.0,846.0,279.0,3.1208,82700.0,INLAND,188.75799535940186
12577,36.0,2430.0,426.0,1199.0,437.0,3.1667,81900.0,INLAND,188.75799535940186
12578,37.0,1951.0,432.0,1089.0,411.0,2.3272,80600.0,INLAND,189.32326288683757
12579,25.0,3087.0,720.0,2529.0,708.0,1.8689,66800.0,INLAND,186.78434600629572
12580,21.0,3249.0,666.0,2611.0,663.0,1.9423,87800.0,INLAND,186.50250293028492
12581,32.0,2828.0,556.0,1655.0,485.0,2.5574,72600.0,INLAND,187.3474246130799
12582,43.0,2089.0,399.0,955.0,385.0,2.5898,72100.0,INLAND,187.9129147962905
12583,30.0,3657.0,945.0,2925.0,899.0,1.3927,78300.0,INLAND,187.9129147962905
12584,38.0,2080.0,388.0,995.0,380.0,2.7697,76600.0,INLAND,188.48079484341972
12585,39.0,3184.0,593.0,1188.0,572.0,4.6923,192000.0,INLAND,192.76396150654668
12586,37.0,3642.0,684.0,1508.0,657.0,3.5231,114300.0,INLAND,192.76396150654668
12587,34.0,1613.0,265.0,631.0,266.0,4.25,191900.0,INLAND,193.34539931441222
12588,36.0,2603.0,408.0,966.0,419.0,5.3135,216600.0,INLAND,193.34539931441222
12589,37.0,2008.0,466.0,1261.0,427.0,2.2574,59100.0,INLAND,191.93706776107254
12590,33.0,2918.0,439.0,1085.0,427.0,5.5208,171300.0,INLAND,191.6996714021936
12591,31.0,1595.0,217.0,542.0,236.0,6.6112,251600.0,INLAND,191.6996714021936
12592,30.0,3236.0,588.0,1167.0,569.0,4.0972,181400.0,INLAND,192.5210831700254
12593,38.0,1451.0,315.0,786.0,340.0,2.3487,101600.0,INLAND,191.6078503798845
12594,40.0,2966.0,536.0,1225.0,505.0,3.125,130600.0,INLAND,192.18477173083082
12595,37.0,1655.0,393.0,841.0,355.0,1.6932,78400.0,INLAND,193.01708883704464
12596,43.0,1378.0,280.0,708.0,280.0,2.3542,103900.0,INLAND,191.6078503798845
12597,36.0,1824.0,357.0,906.0,356.0,2.9911,96400.0,INLAND,190.77578536223274
12598,37.0,1902.0,413.0,955.0,384.0,3.1014,96800.0,INLAND,191.35529498397077
12599,42.0,1468.0,281.0,571.0,271.0,3.3906,124200.0,INLAND,192.18477173083082
12600,41.0,3364.0,685.0,1841.0,626.0,2.1975,73500.0,INLAND,192.44274189868344
12601,37.0,1704.0,361.0,902.0,356.0,1.9837,62300.0,INLAND,191.6078503798845
12602,36.0,2099.0,510.0,1845.0,483.0,1.4138,52500.0,INLAND,191.870688847258
12603,43.0,3215.0,725.0,2400.0,625.0,1.4625,54400.0,INLAND,191.03321801237294
12604,44.0,543.0,146.0,506.0,125.0,1.3646,65400.0,INLAND,191.03321801237294
12605,18.0,700.0,169.0,260.0,128.0,2.9219,152900.0,INLAND,190.5286956934795
12606,32.0,2364.0,439.0,1331.0,449.0,3.319,84500.0,INLAND,189.70501147308423
12607,30.0,1715.0,271.0,842.0,263.0,3.0313,87900.0,INLAND,189.70501147308423
12608,29.0,2049.0,330.0,787.0,309.0,3.7414,98500.0,INLAND,190.29199092490597
12609,30.0,3166.0,607.0,1857.0,579.0,3.1768,79500.0,INLAND,190.5286956934795
12610,34.0,2815.0,479.0,1075.0,471.0,3.9792,164800.0,INLAND,194.1725828456683
12611,31.0,3089.0,585.0,1366.0,561.0,4.2885,160300.0,INLAND,193.9290649276088
12612,30.0,3377.0,623.0,1289.0,594.0,3.5737,171200.0,INLAND,193.9290649276088
12613,23.0,6876.0,1456.0,2942.0,1386.0,3.0963,156900.0,INLAND,192.28849427503508
12614,21.0,4426.0,790.0,1856.0,761.0,4.1,158300.0,INLAND,190.06571148603814
12615,25.0,4719.0,745.0,1857.0,739.0,5.0371,180200.0,INLAND,190.8812015057171
12616,14.0,5490.0,851.0,2415.0,837.0,6.5253,216800.0,INLAND,194.06805980717584
12617,9.0,4868.0,738.0,2036.0,750.0,5.7621,204600.0,INLAND,193.2599456902123
12618,15.0,6093.0,1051.0,2415.0,997.0,4.2075,183600.0,INLAND,192.6620148662418
12619,17.0,8482.0,1590.0,3362.0,1513.0,4.2216,217900.0,INLAND,193.4727085249762
12620,17.0,3087.0,477.0,1365.0,495.0,6.4667,216800.0,INLAND,192.06623381518884
12621,20.0,6132.0,1324.0,2595.0,1174.0,3.1607,178900.0,INLAND,192.87951336055932
12622,19.0,4900.0,805.0,2519.0,855.0,4.8497,184400.0,INLAND,191.47262261153273
12623,5.0,27870.0,5027.0,11935.0,4855.0,4.8811,212200.0,INLAND,190.44872985880983
12624,5.0,3344.0,800.0,1341.0,670.0,3.6196,152800.0,INLAND,190.6597438004978
12625,6.0,9104.0,1535.0,3759.0,1481.0,5.1442,174500.0,INLAND,191.8543393003479
12626,34.0,2561.0,497.0,1583.0,530.0,3.1583,95800.0,INLAND,190.77578536223274
12627,24.0,979.0,201.0,723.0,205.0,2.5926,72300.0,INLAND,189.9465839904209
12628,23.0,2679.0,792.0,1740.0,659.0,1.3679,70300.0,INLAND,189.12028393148756
12629,26.0,1557.0,301.0,986.0,300.0,2.6613,77700.0,INLAND,188.88428045876253
12630,29.0,3606.0,690.0,2317.0,696.0,2.7368,78200.0,INLAND,189.47388346315716
12631,32.0,4013.0,725.0,2032.0,675.0,3.3689,83400.0,INLAND,189.47388346315716
12632,26.0,3165.0,806.0,2447.0,752.0,1.5908,78600.0,INLAND,188.29692338081534
12633,26.0,4629.0,832.0,2902.0,816.0,2.735,74600.0,INLAND,188.88428045876253
12634,17.0,3595.0,790.0,2760.0,770.0,2.3233,78800.0,INLAND,187.71183331887582
12635,25.0,2969.0,551.0,1745.0,487.0,2.6382,76200.0,INLAND,186.8888017361508
12636,26.0,6121.0,1185.0,4224.0,1105.0,2.3496,68000.0,INLAND,187.25183323669768
12637,24.0,2359.0,462.0,2048.0,476.0,3.2702,67300.0,INLAND,186.8888017361508
12638,38.0,1865.0,384.0,1052.0,354.0,1.7891,60500.0,INLAND,190.73354690776418
12639,38.0,1746.0,388.0,1142.0,315.0,1.7714,69900.0,INLAND,189.8909032921805
12640,34.0,1893.0,415.0,884.0,395.0,2.1679,75400.0,INLAND,189.8909032921805
12641,34.0,1717.0,354.0,848.0,306.0,2.4741,87000.0,INLAND,189.8909032921805
12642,39.0,1453.0,324.0,843.0,281.0,1.7692,63900.0,INLAND,191.3009502679309
12643,37.0,2745.0,588.0,1607.0,556.0,1.8007,65400.0,INLAND,190.46089535291998
12644,36.0,1825.0,411.0,1226.0,391.0,1.5292,55700.0,INLAND,191.3009502679309
12645,26.0,2177.0,638.0,1971.0,560.0,1.2575,66800.0,INLAND,190.1985595891818
12646,18.0,2123.0,606.0,1576.0,599.0,1.5735,110000.0,INLAND,188.78921702053304
12647,25.0,3033.0,665.0,1559.0,627.0,2.7101,99500.0,INLAND,187.37982324569455
12648,17.0,1895.0,424.0,620.0,417.0,1.7188,137500.0,INLAND,188.53782925893893
12649,52.0,20.0,4.0,74.0,9.0,3.625,80000.0,INLAND,189.366750765935
12650,42.0,2316.0,515.0,1597.0,522.0,1.8205,60400.0,INLAND,190.1985595891818
12651,36.0,3446.0,950.0,2460.0,847.0,1.6521,69700.0,INLAND,188.48079484341972
12652,29.0,4221.0,901.0,2294.0,850.0,2.2245,75900.0,INLAND,188.21400392879383
12653,37.0,1705.0,325.0,827.0,326.0,2.6288,71200.0,INLAND,189.05104321164083
12654,37.0,1477.0,321.0,888.0,312.0,2.5592,70300.0,INLAND,189.05104321164083
12655,29.0,3873.0,797.0,2237.0,706.0,2.1736,72100.0,INLAND,189.62363852792285
12656,32.0,2437.0,592.0,1596.0,557.0,1.68,84100.0,INLAND,188.78921702053304
12657,34.0,1279.0,285.0,963.0,268.0,2.71,65600.0,INLAND,189.62363852792285
12658,27.0,7212.0,1606.0,4828.0,1549.0,2.214,82400.0,INLAND,187.64113283914733
12659,27.0,2527.0,439.0,1089.0,415.0,4.088,96800.0,INLAND,186.80431471233206
12660,20.0,2033.0,586.0,1281.0,521.0,1.4007,97500.0,INLAND,186.80431471233206
12661,15.0,7901.0,1422.0,4769.0,1418.0,2.8139,90400.0,INLAND,186.50250293028492
12662,24.0,7740.0,1539.0,4333.0,1397.0,3.025,87900.0,INLAND,185.66039494677108
12663,15.0,10211.0,1995.0,5656.0,1752.0,2.575,107900.0,INLAND,187.12903154428957
12664,34.0,3573.0,662.0,1540.0,620.0,3.5323,109800.0,INLAND,186.5485395104412
12665,31.0,4297.0,788.0,2083.0,771.0,3.3878,109300.0,INLAND,185.9703788531483
12666,28.0,2780.0,510.0,1638.0,533.0,2.9571,103100.0,INLAND,185.72019162320404
12667,12.0,4602.0,930.0,2299.0,860.0,3.0625,90500.0,INLAND,184.56088444862027
12668,12.0,4929.0,1010.0,2621.0,870.0,2.7262,109800.0,INLAND,185.1393642099244
12669,24.0,1766.0,340.0,1028.0,372.0,3.5402,98700.0,INLAND,185.72019162320404
12670,8.0,3593.0,659.0,1710.0,530.0,3.5227,93100.0,INLAND,186.3033447243995
12671,17.0,13180.0,2444.0,7235.0,2335.0,3.363,103000.0,INLAND,184.82113912317766
12672,13.0,7880.0,1992.0,4749.0,1882.0,1.9657,116000.0,INLAND,183.98477449023315
12673,12.0,7290.0,1283.0,3960.0,1248.0,3.5968,106300.0,INLAND,183.68148908987217
12674,11.0,8537.0,1643.0,4224.0,1648.0,2.9647,108900.0,INLAND,182.55160840851147
12675,19.0,1808.0,375.0,758.0,320.0,2.0062,92000.0,INLAND,184.81266679790164
12676,21.0,2066.0,748.0,2548.0,734.0,1.3571,55000.0,INLAND,190.75449869735888
12677,19.0,8507.0,1470.0,3517.0,1453.0,4.3644,137400.0,INLAND,189.10380429520947
12678,23.0,2790.0,430.0,1407.0,460.0,4.3288,133700.0,INLAND,187.69240550667774
12679,26.0,1532.0,264.0,781.0,285.0,4.6944,130900.0,INLAND,187.69240550667774
12680,25.0,2171.0,431.0,1053.0,422.0,3.5278,126200.0,INLAND,188.24026734500865
12681,18.0,1734.0,467.0,783.0,447.0,1.9044,154300.0,INLAND,188.24026734500865
12682,26.0,2697.0,398.0,1088.0,389.0,5.0,142500.0,INLAND,188.79061742635236
12683,14.0,2534.0,705.0,1495.0,583.0,1.9167,156300.0,INLAND,189.34343404737973
12684,19.0,2497.0,494.0,748.0,442.0,2.925,142400.0,INLAND,188.79061742635236
12685,38.0,152.0,30.0,65.0,35.0,0.9274,67500.0,INLAND,187.07664475399372
12686,43.0,987.0,240.0,1253.0,237.0,0.9204,82100.0,INLAND,196.65833278962097
12687,43.0,88.0,21.0,119.0,19.0,1.725,67500.0,INLAND,197.7839962215474
12688,16.0,2987.0,864.0,1240.0,755.0,2.8231,137500.0,INLAND,195.29604268697338
12689,17.0,7228.0,1369.0,2455.0,1365.0,5.1385,179500.0,INLAND,190.20181172917856
12690,22.0,4899.0,847.0,1701.0,826.0,5.2449,387000.0,INLAND,188.88702041311169
12691,33.0,2648.0,357.0,863.0,359.0,8.4016,338700.0,INLAND,189.9699237330982
12692,25.0,2022.0,295.0,639.0,278.0,5.8416,297600.0,INLAND,190.51512729574873
12693,16.0,4429.0,1124.0,1538.0,960.0,3.2443,190700.0,INLAND,191.06280360151558
12694,22.0,2623.0,357.0,838.0,368.0,7.143,327800.0,INLAND,189.6515731356022
12695,23.0,3713.0,1078.0,2194.0,1018.0,1.7451,89600.0,INLAND,194.20365865886242
12696,35.0,1166.0,193.0,574.0,190.0,2.2452,102800.0,INLAND,194.20365865886242
12697,36.0,1327.0,209.0,613.0,230.0,3.8672,111400.0,INLAND,194.20365865886242
12698,33.0,2289.0,576.0,1100.0,503.0,2.1694,95700.0,INLAND,195.61475154254092
12699,34.0,172.0,38.0,149.0,55.0,2.6442,55000.0,INLAND,196.15966089801105
12700,36.0,3099.0,605.0,1322.0,623.0,3.4784,105500.0,INLAND,194.53221719830995
12701,16.0,5407.0,1467.0,2523.0,1265.0,2.0471,104200.0,INLAND,193.6611151622683
12702,18.0,5527.0,1446.0,2883.0,1305.0,2.6485,114500.0,INLAND,192.79248971495045
12703,17.0,12355.0,3630.0,5692.0,3073.0,2.5245,99100.0,INLAND,192.79248971495045
12704,18.0,6955.0,1882.0,2803.0,1740.0,3.089,141400.0,INLAND,191.92637448218449
12705,36.0,2396.0,536.0,1225.0,515.0,2.9559,136600.0,INLAND,193.45953110193437
12706,22.0,5773.0,1320.0,2607.0,1250.0,2.5238,118800.0,INLAND,192.58342802097667
12707,37.0,1994.0,347.0,782.0,355.0,4.1488,136400.0,INLAND,193.9946328704351
12708,36.0,1239.0,237.0,764.0,222.0,3.0156,103000.0,INLAND,191.17214819774392
12709,33.0,2091.0,468.0,1053.0,470.0,2.2264,108100.0,INLAND,191.7097699593294
12710,34.0,1151.0,234.0,563.0,251.0,2.8,113600.0,INLAND,191.7097699593294
12711,25.0,2228.0,534.0,1130.0,481.0,2.5363,124600.0,INLAND,192.24989080178545
12712,18.0,2614.0,624.0,1181.0,616.0,2.0432,156800.0,INLAND,192.24989080178545
12713,36.0,2253.0,434.0,1018.0,426.0,3.2596,98700.0,INLAND,191.17214819774392
12714,36.0,2019.0,369.0,878.0,356.0,2.8462,93400.0,INLAND,190.83859049676994
12715,41.0,2577.0,365.0,913.0,339.0,6.3406,448300.0,INLAND,190.83859049676994
12716,35.0,3137.0,544.0,1312.0,549.0,3.788,136800.0,INLAND,191.51574603193083
12717,36.0,1119.0,144.0,414.0,150.0,5.8336,283300.0,INLAND,191.51574603193083
12718,36.0,1249.0,159.0,362.0,143.0,6.8469,446400.0,INLAND,192.04832591336012
12719,34.0,2888.0,496.0,1168.0,479.0,3.6053,148600.0,INLAND,192.9269325557502
12720,36.0,2523.0,401.0,927.0,398.0,3.5179,207800.0,INLAND,190.63704666651557
12721,37.0,2839.0,390.0,1006.0,400.0,7.3343,280400.0,INLAND,189.76079344579043
12722,38.0,2968.0,475.0,1176.0,454.0,5.0497,191700.0,INLAND,190.29843295892556
12723,38.0,1839.0,287.0,685.0,276.0,4.5313,189400.0,INLAND,191.17214819774392
12724,36.0,2388.0,369.0,838.0,356.0,4.775,194100.0,INLAND,190.63704666651557
12725,27.0,3900.0,776.0,1549.0,761.0,2.7788,115700.0,INLAND,191.34436485016946
12726,27.0,4314.0,611.0,1662.0,575.0,5.0997,170100.0,INLAND,190.45823750713353
12727,35.0,1930.0,328.0,805.0,338.0,4.4643,133000.0,INLAND,190.9857094831618
12728,36.0,1275.0,227.0,530.0,245.0,3.875,133600.0,INLAND,190.9857094831618
12729,35.0,2355.0,365.0,993.0,354.0,5.0492,144100.0,INLAND,191.86932843967827
12730,29.0,1285.0,193.0,460.0,206.0,5.3243,265700.0,INLAND,189.5744895838724
12731,32.0,3303.0,480.0,1185.0,436.0,5.0508,225700.0,INLAND,190.10448665344438
12732,25.0,3196.0,406.0,978.0,419.0,8.4699,344000.0,INLAND,189.22569342675152
12733,20.0,2992.0,378.0,1105.0,368.0,8.6572,320200.0,INLAND,188.6931545125634
12734,18.0,1631.0,228.0,599.0,228.0,7.8031,267200.0,INLAND,188.16319845466845
12735,23.0,2912.0,421.0,1132.0,410.0,5.9174,225900.0,INLAND,189.04707701972873
12736,22.0,3273.0,480.0,1151.0,463.0,8.05,380000.0,INLAND,189.04707701972873
12737,24.0,6540.0,1008.0,2667.0,1031.0,5.5632,175200.0,INLAND,194.53423511492585
12738,28.0,6119.0,985.0,2631.0,934.0,4.875,146400.0,INLAND,193.64362343849857
12739,28.0,4175.0,796.0,2032.0,830.0,3.4299,164000.0,INLAND,192.23283870806515
12740,25.0,4916.0,1243.0,2140.0,1136.0,2.5511,134100.0,INLAND,191.34436485016946
12741,37.0,2191.0,394.0,951.0,362.0,3.8882,159500.0,INLAND,191.86932843967827
12742,34.0,2447.0,503.0,1077.0,456.0,3.058,133000.0,INLAND,192.7553105704202
12743,30.0,2619.0,370.0,940.0,359.0,4.7283,164500.0,INLAND,193.64362343849857
12744,36.0,322.0,48.0,133.0,59.0,4.6111,139300.0,INLAND,195.054342383962
12745,19.0,4563.0,1069.0,2256.0,926.0,2.1472,143400.0,INLAND,195.57699824137524
12746,32.0,3658.0,797.0,1452.0,715.0,2.6623,120700.0,INLAND,194.16618843362846
12747,37.0,494.0,86.0,253.0,99.0,4.8194,141100.0,INLAND,194.16618843362846
12748,30.0,5996.0,1018.0,2532.0,1049.0,4.6127,151800.0,INLAND,194.16618843362846
12749,27.0,1743.0,380.0,697.0,368.0,1.6678,166100.0,INLAND,193.28034965491372
12750,34.0,2352.0,610.0,1127.0,592.0,2.2,116500.0,INLAND,193.80793509115662
12751,41.0,774.0,144.0,356.0,150.0,3.5625,115300.0,INLAND,193.80793509115662
12752,43.0,1077.0,199.0,447.0,182.0,3.0139,115600.0,INLAND,193.28034965491372
12753,42.0,945.0,193.0,460.0,193.0,3.7569,127100.0,INLAND,192.39685802657596
12754,39.0,823.0,146.0,329.0,144.0,3.0833,114100.0,INLAND,192.39685802657596
12755,27.0,2375.0,537.0,863.0,452.0,3.0086,126900.0,INLAND,192.9269325557502
12756,30.0,2930.0,739.0,1661.0,668.0,2.7813,118900.0,INLAND,195.21894055686164
12757,34.0,1226.0,180.0,359.0,167.0,3.8068,150400.0,INLAND,195.21894055686164
12758,35.0,2024.0,359.0,786.0,364.0,2.4632,156900.0,INLAND,193.45953110193437
12759,27.0,5693.0,1487.0,2334.0,1387.0,2.2844,170500.0,INLAND,194.3380461346885
12760,45.0,2696.0,624.0,1059.0,582.0,1.8176,160900.0,INLAND,194.3380461346885
12761,30.0,3626.0,834.0,1577.0,806.0,2.517,130400.0,INLAND,195.74908668053865
12762,31.0,1540.0,452.0,1079.0,444.0,1.8571,98700.0,INLAND,195.74908668053865
12763,28.0,3671.0,886.0,1733.0,820.0,2.2292,113200.0,INLAND,194.87066216811155
12764,33.0,3512.0,825.0,1515.0,782.0,1.9908,118800.0,INLAND,193.9946328704351
12765,21.0,3260.0,763.0,1735.0,736.0,2.5162,97500.0,INLAND,195.40576270179005
12766,33.0,3171.0,832.0,1591.0,695.0,2.0786,88600.0,INLAND,195.94332737486107
12767,34.0,1126.0,256.0,589.0,243.0,2.1776,84400.0,INLAND,195.07226355478508
12768,40.0,1134.0,252.0,675.0,249.0,1.3696,65200.0,INLAND,195.61475154254092
12769,41.0,1087.0,272.0,462.0,219.0,2.0224,64900.0,INLAND,195.94332737486107
12770,42.0,1385.0,273.0,740.0,274.0,2.6055,78000.0,INLAND,196.81681747129565
12771,43.0,1009.0,225.0,604.0,218.0,1.6641,67000.0,INLAND,197.35436188199662
12772,42.0,2217.0,536.0,1203.0,507.0,1.9412,73100.0,INLAND,196.81681747129565
12773,36.0,1765.0,438.0,1008.0,382.0,2.0639,73000.0,INLAND,196.48333595604498
12774,41.0,1404.0,313.0,765.0,330.0,1.8792,63300.0,INLAND,196.15966089801105
12775,41.0,1578.0,317.0,897.0,333.0,2.3214,66800.0,INLAND,197.16005410686785
12776,38.0,1384.0,287.0,682.0,280.0,1.9167,64400.0,INLAND,197.16005410686785
12777,42.0,1720.0,382.0,1069.0,362.0,1.8611,60500.0,INLAND,197.69270168305565
12778,44.0,1728.0,367.0,1042.0,349.0,1.6033,58500.0,INLAND,197.69270168305565
12779,21.0,2274.0,495.0,1157.0,445.0,2.098,49800.0,INLAND,198.57094832931713
12780,18.0,909.0,198.0,661.0,176.0,3.1696,77400.0,INLAND,199.10361000956343
12781,34.0,2010.0,411.0,1501.0,422.0,2.0417,65900.0,INLAND,198.22779713579106
12782,18.0,1756.0,442.0,837.0,320.0,1.125,70500.0,INLAND,198.76532068922052
12783,25.0,1678.0,367.0,971.0,307.0,1.0398,62100.0,INLAND,198.76532068922052
12784,28.0,1219.0,240.0,559.0,212.0,3.8295,122200.0,INLAND,199.63870165290496
12785,38.0,1673.0,399.0,1116.0,382.0,1.3302,62200.0,INLAND,197.89433234273466
12786,33.0,1077.0,271.0,753.0,236.0,1.3462,55900.0,INLAND,197.89433234273466
12787,38.0,1402.0,370.0,970.0,382.0,1.6343,71000.0,INLAND,197.89433234273466
12788,37.0,1607.0,385.0,972.0,354.0,1.9107,64700.0,INLAND,197.02576834435175
12789,37.0,3009.0,733.0,1513.0,588.0,1.4387,61000.0,INLAND,197.02576834435175
12790,5.0,2680.0,502.0,1885.0,498.0,2.6369,110000.0,INLAND,200.17620376655566
12791,8.0,3746.0,767.0,2161.0,744.0,3.2039,103400.0,INLAND,200.7160969792429
12792,14.0,3167.0,551.0,1787.0,533.0,3.8125,92600.0,INLAND,200.7160969792429
12793,23.0,1481.0,343.0,1079.0,315.0,1.867,60600.0,INLAND,199.3052526914963
12794,20.0,1517.0,323.0,1287.0,328.0,1.6607,67000.0,INLAND,199.8475736155996
12795,26.0,3185.0,658.0,2444.0,626.0,1.56,67600.0,INLAND,198.98147229885348
12796,28.0,1246.0,295.0,884.0,258.0,1.4397,51700.0,INLAND,198.436709042591
12797,37.0,1534.0,315.0,1147.0,322.0,2.5643,59800.0,INLAND,197.57060456973127
12798,38.0,2419.0,605.0,1696.0,503.0,1.4861,63100.0,INLAND,197.57060456973127
12799,32.0,2436.0,612.0,1509.0,618.0,1.0424,81400.0,INLAND,196.70697149222616
12800,43.0,705.0,178.0,464.0,159.0,2.4205,60900.0,INLAND,197.25666333141538
12801,35.0,3326.0,696.0,2511.0,649.0,1.9871,60900.0,INLAND,198.1178247938958
12802,33.0,1591.0,466.0,1000.0,418.0,1.0467,70100.0,INLAND,196.15966089801105
12803,44.0,2324.0,413.0,823.0,375.0,4.6625,158900.0,INLAND,195.84584250479685
12804,46.0,1758.0,511.0,1094.0,484.0,1.0685,70000.0,INLAND,196.70697149222616
12805,43.0,1111.0,269.0,613.0,290.0,1.2917,66300.0,INLAND,197.25666333141538
12806,29.0,1978.0,538.0,823.0,490.0,1.9688,135600.0,INLAND,196.39802061353546
12807,34.0,438.0,116.0,263.0,100.0,0.9379,67500.0,INLAND,196.70697149222616
12808,29.0,2197.0,520.0,1374.0,483.0,2.1889,69300.0,INLAND,199.52860255752537
12809,31.0,1072.0,,781.0,281.0,1.6563,65800.0,INLAND,197.8087165575077
12810,35.0,1372.0,360.0,850.0,328.0,1.6331,67500.0,INLAND,197.8087165575077
12811,17.0,1269.0,233.0,494.0,231.0,3.9615,331300.0,INLAND,204.00460000511964
12812,5.0,8149.0,1913.0,2933.0,1616.0,3.6788,178800.0,INLAND,201.16953020131007
12813,6.0,12197.0,2617.0,5634.0,2329.0,3.7449,129300.0,INLAND,200.62988651377833
12814,8.0,16679.0,3457.0,7919.0,3329.0,3.7188,134500.0,INLAND,200.3301535502011
12815,5.0,1395.0,373.0,638.0,322.0,2.6745,225000.0,INLAND,199.47884802226335
12816,6.0,693.0,143.0,276.0,151.0,3.1944,117000.0,INLAND,201.1840017523351
12817,8.0,15309.0,2996.0,7463.0,2885.0,3.9143,129700.0,INLAND,199.77359306215806
12818,6.0,4391.0,974.0,1982.0,914.0,3.4291,105300.0,INLAND,198.91982841961638
12819,23.0,7709.0,1279.0,4147.0,1262.0,3.8272,96600.0,INLAND,199.21933854687677
12820,18.0,1511.0,315.0,1062.0,304.0,2.3438,89400.0,INLAND,198.36311144862535
12821,28.0,800.0,149.0,450.0,158.0,2.1029,108600.0,INLAND,206.90075384420044
12822,32.0,541.0,82.0,229.0,98.0,8.0379,383300.0,INLAND,211.3179471380089
12823,10.0,3054.0,528.0,1932.0,510.0,3.0903,91900.0,INLAND,204.78225953468714
12824,25.0,1287.0,224.0,727.0,236.0,4.7396,135500.0,INLAND,206.7082268317743
12825,26.0,1708.0,299.0,911.0,290.0,4.0227,99800.0,INLAND,207.38669435059285
12826,25.0,2336.0,406.0,1172.0,408.0,3.5129,101200.0,INLAND,204.92751342272618
12827,10.0,2562.0,460.0,1478.0,433.0,4.0625,96200.0,INLAND,202.99654200306702
12828,24.0,2159.0,369.0,1141.0,355.0,3.9853,90400.0,INLAND,204.56599133754676
12829,32.0,965.0,183.0,568.0,188.0,3.8611,93900.0,INLAND,205.0939645376216
12830,28.0,927.0,165.0,542.0,148.0,2.5,96200.0,INLAND,202.63001985248601
12831,19.0,2476.0,534.0,1355.0,463.0,2.0625,94400.0,INLAND,202.27288989459188
12832,32.0,2118.0,345.0,1019.0,338.0,3.725,112200.0,INLAND,201.21955312541522
12833,28.0,1601.0,308.0,848.0,305.0,3.6429,105200.0,INLAND,201.58631885653952
12834,24.0,3124.0,556.0,1512.0,555.0,3.1942,94900.0,INLAND,203.15553324927683
12835,32.0,2962.0,526.0,1542.0,521.0,2.2243,89200.0,INLAND,203.68346339862578
12836,35.0,1299.0,254.0,705.0,245.0,2.8333,103000.0,INLAND,203.33588855486983
12837,19.0,946.0,182.0,474.0,173.0,5.0155,97300.0,INLAND,203.87096390337183
12838,11.0,3335.0,658.0,1963.0,622.0,3.3125,96800.0,INLAND,204.21379155124112
12839,31.0,1007.0,181.0,563.0,185.0,3.625,91300.0,INLAND,205.62431854699489
12840,35.0,1814.0,367.0,1076.0,372.0,2.7179,81100.0,INLAND,199.98176926514472
12841,3.0,3438.0,603.0,1602.0,554.0,3.9914,120500.0,INLAND,201.58701108412288
12842,50.0,880.0,150.0,1148.0,148.0,2.5062,112500.0,INLAND,198.39841292253172
12843,29.0,2103.0,380.0,1124.0,387.0,3.0833,87000.0,INLAND,199.52875482289292
12844,34.0,1086.0,187.0,663.0,190.0,3.3074,84200.0,INLAND,198.6294875635108
12845,35.0,1643.0,298.0,831.0,305.0,4.0673,84200.0,INLAND,199.14247731383466
12846,36.0,1775.0,296.0,937.0,305.0,3.1786,83400.0,INLAND,198.6294875635108
12847,35.0,1851.0,327.0,1007.0,286.0,3.2361,84000.0,INLAND,199.52875482289292
12848,35.0,2943.0,554.0,1460.0,510.0,2.6713,84400.0,INLAND,200.0393679434963
12849,38.0,300.0,47.0,154.0,51.0,4.0909,108300.0,INLAND,200.55251256382346
